rs_type,rs_ref,rs_text,citation_tree,citable_unit_cite_type,citable_unit_id,document_uri
person,gnd-118538969,Salomon Geßner,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-11701348X,J.J. Hottinger,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-116782544,Adolf Frey,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-118567780,Kürschnersche,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
organisation,gnd-500580-2,Künstlergesellschaft,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-116782544,Frey,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-118634496,Wölfflins,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-117373192,Emil Sulger,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-118731890,Matthison,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-118731890,Matthisons,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-1299578438,Geßner,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
place,gnd-4051993-4,Schaffhausen,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
organisation,gnd-1012546-2,ZB ZH,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-119059614,Ramlers,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
organisation,gnd-17078-1,Stadtbibliothek,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
place,gnd-4068038-1,Zürich,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
organisation,gnd-1012546-2,ZB ZH,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-119059614,Karl Wilhelm Ramlers,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-118538969,Salomon Gessner,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-1299578438,Arnold Gessner,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-1299578438,Geßner,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-118538969,Gessners,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-117184934,Johann Georg Schulthess,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
organisation,gnd-1012546-2,ZB ZH,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-118538969,Geßners,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-102121982,Steinbrüchels,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-118717758,Gleims,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-118674315,Bronners,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-118538969,Gessner,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg85,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg85&tree=published_page
person,gnd-119068583,Collins,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-1011278642,Nüscheler,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118723499,Kleist,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118500074,Abbt,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118605747,Sauer,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-116782544,Frey,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118636979,Zimmermann,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118500074,Abbts,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118723499,Kleists,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118587668,Nicolais,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118538969,Gessners,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118636979,Zimmermann,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118587668,Nicolai,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118525263,Diderots,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118525263,Diderot,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118538969,Gessner,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118525263,Diderots,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-116137258,Bernays,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
place,gnd-4127793-4,München,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118538969,Salomon Gessner,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118634496,Wölfflins,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-116137258,Michael Bernays’,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
place,gnd-4127793-4,München,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-117453471,Eltern,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-116137258,Bernays,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118634496,Wölfflins,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-1089910436,Eltern,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-11856109X,Gottfried Keller,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118634496,Wölfflins,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118512374,Böcklin,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118766759,Welti (A.),published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118512374,Böcklin,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
place,gnd-4050471-2,Rom,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
place,gnd-4127793-4,München,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118634496,H. Wölfflin,published_page,page,s03-pg86,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg86&tree=published_page
person,gnd-118538969,Salomon Gessner,published_page,page,s03-pg89,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg89&tree=published_page
object,object-Junger-Bacchus-u-54,"Junger Bacchus umarmt kleines Mädchen, in Kartusche mit flötendem Faunkind und Putte {HW: Knabe ein Mädchen überwältigend}",published_page,page,s03-pg89,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg89&tree=published_page
person,gnd-118634496,Wölfflins,published_page,page,s03-pg89,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg89&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg89,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg89&tree=published_page
place,gnd-4068038-1,Zürich,published_page,page,s03-pg89,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg89&tree=published_page
person,gnd-116898186,H. Lempertz,published_page,page,s03-pg89,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg89&tree=published_page
place,gnd-4031483-2,Köln,published_page,page,s03-pg89,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg89&tree=published_page
person,gnd-116898186,Lempertz,published_page,page,s03-pg89,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg89&tree=published_page
person,gnd-118553569,Horaz,published_page,page,s03-pg89,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg89&tree=published_page
person,gnd-118634496,Wölfflin,published_page,page,s03-pg89,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg89&tree=published_page
person,gnd-118553569,Horaz,published_page,page,s03-pg89,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg89&tree=published_page
person,gnd-118538969,Gessner,published_page,page,s03-pg89,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg89&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg89,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg89&tree=published_page
person,gnd-118538969,Geßners,published_page,page,s03-pg89,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg89&tree=published_page
person,gnd-118540238,Goethes,published_page,page,s03-pg90,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg90&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg90,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg90&tree=published_page
person,gnd-118538969,Salomon Geßner,published_page,page,s03-pg90,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg90&tree=published_page
place,gnd-4068038-1,Zürich,published_page,page,s03-pg90,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg90&tree=published_page
person,gnd-1089433735,Conrad Geßner,published_page,page,s03-pg90,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg90&tree=published_page
organisation,gnd-1089037147,Großen Rats,published_page,page,s03-pg90,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg90&tree=published_page
person,gnd-129957923X,Esther,published_page,page,s03-pg90,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg90&tree=published_page
person,gnd-129957923X,Esther Geßner,published_page,page,s03-pg90,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg90&tree=published_page
place,gnd-4053881-3,Schweiz,published_page,page,s03-pg90,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg90&tree=published_page
place,gnd-4068038-1,Zürich,published_page,page,s03-pg90,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg90&tree=published_page
person,gnd-118694413,Conrad Geßner,published_page,page,s03-pg90,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg90&tree=published_page
person,gnd-119331136,Johannes,published_page,page,s03-pg90,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg90&tree=published_page
person,gnd-118545140,Haller,published_page,page,s03-pg90,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg90&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg90,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg90&tree=published_page
person,gnd-118694413,Conrad Geßner,published_page,page,s03-pg90,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg90&tree=published_page
person,gnd-118538969,Salomon,published_page,page,s03-pg90,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg90&tree=published_page
person,gnd-118538969,Geßners,published_page,page,s03-pg90,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg90&tree=published_page
person,gnd-11701348X,Hottinger,published_page,page,s03-pg90,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg90&tree=published_page
place,gnd-1302307541,Geßnerschen Hause,published_page,page,s03-pg90,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg90&tree=published_page
person,gnd-118538969,Geßner,published_page,page,s03-pg91,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg91&tree=published_page
person,gnd-11701348X,J.J. Hottinger,published_page,page,s03-pg91,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg91&tree=published_page
person,gnd-1089570317,Vögeli,published_page,page,s03-pg91,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg91&tree=published_page
place,gnd-4543293-4,Berg am Irchel,published_page,page,s03-pg91,http://rs4.ethz.ch/dts/document/?resource=https%3A%2F%2Fexample.org%2Fdts%2Fcollections%2Fhwgw%2Fs03%2Fed&ref=s03-pg91&tree=published_page
